,Price,Close,High,Low,Open,Volume,ret,sma_10,sma_50,ema_10,ema_50,rsi_14,macd,macd_sig,atr_14,bb_width,obv
0,Ticker,24.288576126098636,24.757330444147875,23.8487017873135,24.746221847158797,0.0,0.0,24.288576126098636,24.288576126098636,24.288576126098636,24.288576126098636,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,0.0
1,Date,24.288576126098636,24.757330444147875,23.8487017873135,24.746221847158797,0.0,0.0,24.288576126098636,24.288576126098636,24.288576126098636,24.288576126098636,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,-257142000.0
2,2015-01-02,24.288576126098636,24.757330444147875,23.8487017873135,24.746221847158797,212818400.0,0.0,24.288576126098636,24.288576126098636,24.288576126098636,24.288576126098636,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,-257142000.0
3,2015-01-05,23.60433006286621,24.137510563273064,23.41771781993756,24.05753340346533,257142000.0,-0.028171518152403596,23.946453094482422,23.946453094482422,24.16416775096547,24.261742947148345,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,-257142000.0
4,2015-01-06,23.60654640197754,23.866471260910128,23.24442721199078,23.668750467882735,263188400.0,9.389544653148896e-05,23.83315086364746,23.83315086364746,24.06278205114948,24.236048964984786,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,6046400.0
5,2015-01-07,23.93757057189941,24.037541186337343,23.704303544965192,23.81538275875591,160423600.0,0.014022558161838505,23.85925579071045,23.85925579071045,24.040016327649468,24.224343929961833,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,166470000.0
6,2015-01-08,24.857301712036133,24.91506336706616,24.14861591723128,24.26636128573625,237458000.0,0.03842207534696129,24.058864974975585,24.058864974975585,24.188613670265223,24.24916580376867,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,403928000.0
7,2015-01-09,24.88396644592285,25.159442427054685,24.484080590300568,25.030590129694804,214798000.0,0.0010727123239528957,24.19638188680013,24.19638188680013,24.315041447657517,24.274059946598246,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,618726000.0
8,2015-01-12,24.27080726623535,25.021702111984663,24.17083665569823,25.015037630606752,198603200.0,-0.024640733261717007,24.207014083862305,24.207014083862305,24.306998869217125,24.273932390505585,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,420122800.0
9,2015-01-13,24.486297607421875,25.059466650818983,24.19527066376859,24.755109051433543,268367600.0,0.008878581533062757,24.24192452430725,24.24192452430725,24.339598639799803,24.282260438227794,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,688490400.0
10,2015-01-14,24.392995834350582,24.5462839956195,24.104189202795,24.224154956136505,195826400.0,-0.003810366702519108,24.258710225423176,24.258710225423176,24.349307220627214,24.286603002781632,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,492664000.0
11,2015-01-15,23.7309627532959,24.45075557154657,23.69541828686753,24.43742660850271,240056000.0,-0.027140294105343132,24.20593547821045,24.20593547821045,24.2368809538397,24.26481318907631,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,252608000.0
12,2015-01-16,23.546571731567383,23.899804519790266,23.371066366906675,23.77761670422448,314053200.0,-0.007770060728063188,24.131735038757324,24.145993319424715,24.11137018615382,24.236646857409294,62.49024764392828,0.893653074983181,0.9992046245995062,0.6865555698865689,0.1195654853965706,-61445200.0
